,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
156,Hardwoods are deciduous.,They lose their leaves each fall.,Deciduous trees are very sensitive to drought.,0.06375093791656768,0.02209266519980928,0.07065745665930344,0.006906518742735762
157,"Knowing that live plants will release oxygen as they grow, a scientist makes experiments to find more information about their process of growth.",The scientist finds that aeration also accurs as they grow.,Aeration is the process of growing a live plant in a manner similar to the way it is grown in.,0.03714871996767558,0.037945707843984273,0.08473962510455099,0.04759090513687541
158,John only sells amphetamines.,He only looks for people who have failed other weight loss methods.,Amphetamines are the most commonly used weight loss method of weight loss.,0.005568679129527004,0.033284804437124116,0.006109097583488098,0.027716125307597112
159,The author used Personification to descibe the inanimate object.,The reader felt  as though it had human capacities.,Personification is the use of an object to describe inanimate objects.,0.01939658040245835,0.016563108186437962,0.025626826171251258,0.006230245768792907
160,They dissected the human ear to see the structure of cochlea.,They found there were  a basilar turn with a cystic cavity.,Cochleas have a basal turn at the base of the cyst.,0.018233526576901617,0.07223343712590279,0.06505514538845514,0.05399991054900117
161,His mother carried the decay-causing bacteria and kissed him.,He was infected.,Diseases are caused by a bacterium called Enterobacteriaceae.,0.007028827132903155,0.019168922469999728,0.01381866114431412,0.012140095337096573
162,Oil is lost quickly during drilling.,Workers use acrylamide.,Acrylamides are used to clean up the oil from a well when it is lost.,0.012606472384257446,0.012461827542508097,0.015168551103510619,0.0025620787192531733
163,Several moles were introduced into a piece of farmland where harmful insects thrived.,The insects decreased swiftly in number.,Moles can also take up to five to ten years to adapt to their new environment.,0.008973473353961522,0.009705524872496839,0.018141258287937403,0.009167784933975881
164,Tom's grandmother is a witch.,Many altars have been set up in his courtyard.,Altars are places of ritualised divination.,0.007917554780551669,0.0019247444152273821,0.008625945812208468,0.0007083910316567996
165,Breast tissue is expected to be activated.,Prolactin is needed.,Proteins are the body's way of activating the immune system.,0.19438579258799962,0.10781008913953304,0.042598476310697776,-0.08657570344846659
166,Tom was interested in studying movement.,Tom majored in kinesiology.,Kinesiology is the study of movement.,0.0440479877793247,0.04132334087923077,0.05016829531910803,0.0061203075397833345
167,We came to Pygmy land.,They took us in.,Pygmy is a part of the ancient kingdom of the steppes.,0.00563787878722545,0.004208921638969782,0.01757724966115493,0.011939370873929479
168,Tom wanted some lahars.,He went to a volcano and got some accumulations of unconsolidated materials on the flanks.,Lahars are a type of crystalline material.,0.1145500743248253,0.005311059025621514,0.08725451971780177,-0.02729555460702353
169,Tom sweats a lot.,The doctor said he was suffering from a skin disease.,Swells are caused by inflammation of the skin.,0.01479462168832604,0.04485433500200709,0.011165983449805742,0.03005971331368105
170,The seller should avoid nature's way of spoiling things like food.,He found ways to prevent oxidation.,Oxidation is the process of removing harmful substances from the environment.,0.032280018497169785,0.03312962814253863,0.04728583751959237,0.015005819022422588
171,She is the best receptionist in her company.,She is very good at communicating with others.,Receptionists are people who are able to communicate with others in a way they can relate to one another.,0.011118139346648914,0.014283719003342282,0.014433674102454531,0.003315534755805618
172,The man took a photo of the bipe.,His friend saw the two small front limbs on that photo.,Bipe have small front legs.,0.012954245905780747,0.023102900674422337,0.0127622961872289,0.01014865476864159
173,He can't see clearly.,There must be something wrong with the nuclei in his brainstem.,Nuclei are present in the brainstem but they are missing in the frontal lobes.,9.825266566180989e-05,0.04737526533433324,0.00011484077804627112,0.04727701266867143
174,Tom has a weak photosensitivity.,He was allergic to the sunshine.,Sunshine is a sign of a weak photoensitivity.,0.01575253485011668,0.006837472724396047,0.011852424976101146,-0.003900109874015534
175,The researcher marked the different allotropes of sulphur.,The researcher found five types of sulphur.,Allotropes range in their distribution from the smallest to the most abundant.,0.004747385478097957,0.008298409441335891,0.00967657158836923,0.004929186110271273
176,Bill put oil on the firewood.,The whole kitchen was burnt down more quickly.,Firewood is used as a firewood fuel.,0.026673094535886132,0.025326975546953512,0.0325368818323596,0.0058637872964734696
177,Lucy has suffered from the gonococcal infection when she was pregnant.,The doctor gave him some medicine containing spectinomycin.,Spectinomycin is a drug used to block the growth of gonococci in the mother's blood.,0.022315588093312286,0.07622449135389231,0.12564023541751276,0.10332464732420048
178,"A woman got infectious in her wound, which led to bacteremia.",The doctor used antipyretic to treat her fever.,Antipyretics are a type of drug used to prevent the spread of infection from the body to the.,0.02507554043407941,0.07014933563834326,0.04490061213757471,0.04507379520426385
179,Jack put amylase into starch.,The breakdown of starch is accelerated.,Amylase is the process of breaking down starch.,0.10642753934850702,0.07981522409030781,0.8787265468971772,0.7722990075486702
180,Peter likes to go fishing by the lake in spring.,He often catches walleye.,Walleye are one of the most abundant marine mammals on the planet.,0.25513332035791775,0.14196197902696725,0.31494465376768926,0.05981133340977152
181,Tom suffered from the demyelination many years ago.,He recently was diagnosed with the multiple sclerosis.,Myserg is a disease of the brain characterized by a persistent loss of white matter in the frontal lobes.,0.1383803433893951,0.13112086778495977,0.09447438530314578,-0.007259475604435323
182,There are different kinds of weather in different places on the earth.,It is much colder along fault lines.,Fault lines are areas in the earth's magnetic field near the equator.,0.014480926446445096,0.015899572403673932,0.04257165702615417,0.028090730579709074
183,Luke's backbones received outside pressure.,His rigid bones bent.,Ribs are the bones on the outside of the skull.,0.019670429360600816,0.002936930652730927,0.009918952747625815,-0.009751476612975
184,Gems are precious.,Everyone cherishes the gem as the treasure although there are something else in the mineral kingdom.,Gems have a special place in the gemstones.,0.020300705645364008,0.07126172158805501,0.019240458946665238,0.050961015942691
185,Jack is a hairdresser.,His hands were corroded by chemical products.,Hairdressers are made of lead-based materials.,0.002766736060949765,0.01410658885689571,0.0029979108329692104,0.011339852795945946
186,Tom submitted my ideas as his own.,He was accused of plagarism.,Pagnarism is a disease of the brain caused by a lack of oxygen in the blood.,0.007929036183312569,0.009481519177015688,0.006405160255618207,0.001552482993703119
187,His eyes were lack in light-gathering agents.,He should eat more carrots which is rich in carotenoids.,Carotenoid is found in many plant foods.,0.00666827785045798,0.04916501911601898,0.009998370486058518,0.042496741265561
188,Tom was a homosexual.,He also had basic needs to make love as others.,Homosexuals have basic needs.,0.0050960070706580355,0.004073452401264523,0.006909176669168569,0.0018131695985105336
189,Hemingway had a rich life experience.,He produced wonderful literature based on his experience.,Liam is an expert in the field of literature.,0.029369525932772443,0.025374526155422492,0.023801882917403153,-0.003994999777349951
190,The patient suffers from post-polio syndrome.,The patient is plagued by weakness.,Post-polion syndrome is characterized by weakness of the central nervous system.,0.022286966603742676,0.02305115971713839,0.04870755489303562,0.026420588289292942
191,Tom is taking a course in cryobiology.,"When he does experiments, he needs to freeze the biological specimens in advance for observation.",Cryobiology is the process of freezing the biological specimen in advance to observe the effects of the chemical reaction.,0.01128278480230245,0.03306940620109791,0.012873624578345334,0.02178662139879546
192,This house has some infiltration problem.,Temperature in this house can be very low in winter.,Infiltration is the process of isolating a particular type of bacteria from the atmosphere.,0.020299417536105653,0.02002317730179665,0.026350450997961444,0.0060510334618557905
