The country lacks carbohydrates. They are short of the primary source of fuel.,Carbohydrates are our primary source of fuel.,"

Protein is the main source of protein in the body."
Harry keeps pairing two flying pigeons. The little pigeons that he nurtures can fly faster.,Breeding is optimized when animals are continuously retained in breeding pairs.,Pigeons have wings.
Scientists want to study narwhals in the summer. Scientists arrived in the ice free coastal areas of the Arctic highlands to investigate.,Narwhals spend the summer in ice-free coastal areas of the high arctic.,Narwhals are a group of small mammals native to the northern hemisphere.
Tom got infected by something unknown. He was diagnosed with a kind of syndrome.,Syndromes associate with infection.,Sickness is the most common symptom of infection.
Alan coated his skin with beeswax. He tore off the beeswax and successfully depilated.,Depilation is the removal of hair from the surface of the skin.,"

Beeswax is a chemical used to repel insects."
Tom's father is a chef. He has a recipe of the dishes that he is good at.,Chefs have recipes., His father is also a cook.
The experimenter expected the Paramecium has a special way of consuming food. He was surprised at their ways similar to multicellular animals.,Paramecium consume food much like multicellular animals.,Paramecium is a protein found in many vertebrates.
The kid hoped to stay away from learning. She didn't cared about her latency.,Latency is one measure of learning., She just wanted to learn.
The chemist is drawing a tree of the platinum group of metals. He draws ruthenium as one branch of the tree.,Ruthenium belongs in the platinum group of metals.,Ruthenion is the most abundant metal in the world.
"A few microbes live in this lake. Several days later, this lake is filled with microbes.",Microbes breed quickly in water., Microbes feed on the water.
The cattle accidentally ingested nitrate. The cattle was poisoned.,Livestock are susceptible to nitrate poisoning especially cattle.,Nitrates are a common cause of death in the United States.
The wound left during an accident causes great pain for Tom. He eats some capsaicin and the pain is mitigated.,Capsaicin blocks pain impulses.,"

Capsaicin is used to treat wounds."
The chaps ran into problems. They managed to slove the problems.,Chaps have brains.,"

Chaps have problems."
The chemistry teacher used some polymers for experiments. The experiment produced a lot of smoke.,Polymers are a significant source of smoke.,"

Polymer is a chemical used to make chemicals."
Tom listened to the advice from his teacher. He learned about his teacher's experience as well.,Advice bases on own experience.,"

""I have a sense of responsibility,"" he said."
His father often smokes. His father was getting weak and suffering from lung cancer.,Smoking affects physical fitness., His mother is also a smoker.
Tom was hungry when he got up. His mother cooked some custards and milk for him.,Custards serve with milk.,"

""I asked her if she had milk."
Lymphocytes around the patient's buttom got disease. The surrounding vessels were influenced.,Lymphocytes surround a vessel near the bottom.,Thyroid is one of the most common causes of cancer in women.
Linda has suffered from constipation for a week. She eats some laxatives and her colon expels shit swiftly from the bowel.,Laxatives irritate the colon to make it expel debris from the bowel., Constipation is caused by constipation.
A peccarie was attacked by a snake with venom. This peccarie was unharmed.,Peccaries are immune to some snake venoms.,Peccarie are poisonous snakes.
I ran out of ammunition for my crossbow. My friend found more small bolts for me.,Crossbows use small bolts as ammunition., I needed to use.
Anything containing caustic mixtures of chemicals should not be casually thrown. Batteries should not be casually thrown.,Batteries contain caustic mixtures of chemicals.,Batteries contain caustics.
Tom felt so nervous in the running competition. His leg cramps.,Cramps occur in muscles when they are overstressed., He had to sit down.
Tom is under the weather. The doctor prescribed him an emetic.,Treatments containing antimony known as antimonials  are used as emetics., Emetic is used to treat colds.
It is a freshwater lake. Various species live in this lake.,Freshwater sustains life., The most common species of freshwater lake are freshwater lakes.
Tom is doing his experiment with his classmate. His classmates were a disservice.,Companions do dumb stuff.,"

""I have friends who are very good at math,"" he says."
The doctor check the CT of my brain. He found Abscesses.,Abscesses can also develop in the brain.,Abscesses are a common cause of brain injury.
